pre	post	type	synapses
URADR	RMEV	chemical	1
URAVL	BWM-VL01	chemical	3
URAVL	BWM-VL02	chemical	4
URAVL	BWM-VL03	chemical	1
URAVL	IL1L	chemical	1
URAVL	IL1VL	chemical	2
URAVL	RIPL	chemical	3
URAVL	RMDVR	chemical	1
URAVL	RMEL	chemical	2
URAVL	RMEV	chemical	2
URAVR	BWM-DR02	chemical	1
URAVR	BWM-VR01	chemical	1
URAVR	BWM-VR02	chemical	5
URAVR	IL1VR	chemical	1
URAVR	RIPR	chemical	5
URAVR	RMEL	chemical	1
URAVR	RMER	chemical	2
URAVR	RMEV	chemical	3
URBL	ADAL	chemical	1
URBL	BWM-DL04	chemical	1
URBL	BWM-DL06	chemical	1
URBL	CEPDL	chemical	2
URBL	CEPVL	chemical	3
URBL	IL1L	chemical	1
URBL	IL2L	chemical	1
URBL	PVR	chemical	2
URBL	RMDL	chemical	2
URBL	SIAVL	chemical	1
URBL	URXL	chemical	3
URBR	ADER	chemical	1
URBR	CEPDR	chemical	2
URBR	CEPVR	chemical	1
URBR	IL1R	chemical	3
URBR	IL2R	chemical	1
URBR	RICL	chemical	3
URBR	RICR	chemical	1
URBR	RMGR	chemical	1
URBR	RMHL	chemical	2
URBR	RMHR	chemical	1
URBR	URXR	chemical	7
URXL	ADAL	chemical	1
URXL	AUAL	chemical	13
URXL	AVEL	chemical	1
URXL	AVJR	chemical	1
URXL	RIAL	chemical	18
URXL	RICL	chemical	1
URXL	RIGL	chemical	4
URXL	RIR	chemical	4
URXL	RMGL	chemical	1
URXR	ADAR	chemical	1
URXR	AQR	chemical	1
URXR	AUAR	chemical	15
URXR	AVER	chemical	1
URXR	PVPR	chemical	1
URXR	RIAR	chemical	14
URXR	RICL	chemical	1
URXR	RICR	chemical	2
URXR	RIGR	chemical	3
URXR	RIR	chemical	2
URXR	URAVR	chemical	1
URYDL	AVER	chemical	2
URYDL	BWM-DL01	chemical	1
URYDL	IL1DL	chemical	2
URYDL	RIBL	chemical	3
URYDL	RMDDL	chemical	1
URYDL	RMDDR	chemical	4
URYDL	RMDVL	chemical	3
URYDL	SMDDR	chemical	7
URYDR	AVEL	chemical	3
URYDR	BWM-DR01	chemical	2
URYDR	BWM-DR03	chemical	1
URYDR	CEPDR	chemical	2
URYDR	OLLR	chemical	1
URYDR	RIBR	chemical	2
URYDR	RMDDL	chemical	3
URYDR	RMDDR	chemical	1
URYDR	RMDVR	chemical	2
URYDR	RMER	chemical	1
URYDR	RMEV	chemical	1
URYDR	SMDDL	chemical	5
URYDR	URADR	chemical	1
URYVL	AVER	chemical	3
URYVL	BWM-VL01	chemical	1
URYVL	OLLL	chemical	1
URYVL	RIAL	chemical	1
URYVL	RIBL	chemical	2
URYVL	RMDDL	chemical	2
URYVL	RMDVR	chemical	3
URYVL	SMDVR	chemical	3
URYVR	AVEL	chemical	5
URYVR	RIBR	chemical	5
URYVR	RMDDR	chemical	1
URYVR	RMDVL	chemical	3
URYVR	SMDVL	chemical	5
